tipo,id,campo,antes,depois,motivo
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,valor_original_categoria1_brl,12.2,12.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_2_brl,24.4,24.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_3_brl,36.6,36.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_4_brl,48.8,48.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_5_brl,61.0,61.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_6_brl,73.2,73.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_7_brl,85.4,85.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_8_brl,97.6,97.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_102_l16_cart_palmital_,eixos_9_brl,109.8,109.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_102_l16_cart_palmital_,longitude,-50.14523,-50.14523000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,valor_base_categoria1_brl,10.2,10.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,valor_original_categoria1_brl,10.2,10.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_2_brl,20.4,20.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_3_brl,30.6,30.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_4_brl,40.8,40.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_5_brl,51.0,51.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_6_brl,61.2,61.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_7_brl,71.4,71.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_8_brl,81.6,81.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_103_l16_cart_piratininga_,eixos_9_brl,91.8,91.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_103_l16_cart_piratininga_,longitude,-49.17071,-49.17071000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,valor_base_categoria1_brl,10.2,10.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,valor_original_categoria1_brl,10.2,10.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_2_brl,20.4,20.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_3_brl,30.6,30.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_4_brl,40.8,40.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_5_brl,51.0,51.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_6_brl,61.2,61.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_7_brl,71.4,71.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_8_brl,81.6,81.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_104_l16_cart_piratininga_,eixos_9_brl,91.8,91.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_104_l16_cart_piratininga_,longitude,-49.17071,-49.17071000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,valor_base_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,valor_original_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_2_brl,2.0,2.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_3_brl,3.0,3.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_4_brl,4.0,4.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_5_brl,5.0,5.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_6_brl,6.0,6.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_7_brl,7.0,7.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_8_brl,8.0,8.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_105_l16_cart_pres_bernardes_,eixos_9_brl,9.0,9.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_105_l16_cart_pres_bernardes_,longitude,-51.59988,-51.59988000,Padronização para 8 casas decimais.
preenchimento_municipio,sp_artesp_105_l16_cart_pres_bernardes_,municipio,,Presidente Bernardes,Inferido pelo nome da praça/pórtico e fonte KMZ/observação já presente na base.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,valor_base_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,valor_original_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_2_brl,2.0,2.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_3_brl,3.0,3.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_4_brl,4.0,4.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_5_brl,5.0,5.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_6_brl,6.0,6.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_7_brl,7.0,7.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_8_brl,8.0,8.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_106_l16_cart_pres_bernardes_,eixos_9_brl,9.0,9.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_106_l16_cart_pres_bernardes_,longitude,-51.59988,-51.59988000,Padronização para 8 casas decimais.
preenchimento_municipio,sp_artesp_106_l16_cart_pres_bernardes_,municipio,,Presidente Bernardes,Inferido pelo nome da praça/pórtico e fonte KMZ/observação já presente na base.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,valor_base_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,valor_original_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_2_brl,20.8,20.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_3_brl,31.2,31.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_4_brl,41.6,41.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_5_brl,52.0,52.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_6_brl,62.4,62.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_7_brl,72.8,72.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_8_brl,83.2,83.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_107_l16_cart_rancharia_,eixos_9_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_107_l16_cart_rancharia_,latitude,-22.435261,-22.43526100,Padronização para 8 casas decimais.
normalizacao_coordenada,sp_artesp_107_l16_cart_rancharia_,longitude,-51.00838,-51.00838000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,valor_base_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,valor_original_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_2_brl,20.8,20.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_3_brl,31.2,31.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_4_brl,41.6,41.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_5_brl,52.0,52.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_6_brl,62.4,62.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_7_brl,72.8,72.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_8_brl,83.2,83.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_108_l16_cart_rancharia_,eixos_9_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_108_l16_cart_rancharia_,latitude,-22.435261,-22.43526100,Padronização para 8 casas decimais.
normalizacao_coordenada,sp_artesp_108_l16_cart_rancharia_,longitude,-51.00838,-51.00838000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,valor_base_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,valor_original_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_2_brl,20.8,20.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_3_brl,31.2,31.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_4_brl,41.6,41.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_5_brl,52.0,52.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_6_brl,62.4,62.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_7_brl,72.8,72.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_8_brl,83.2,83.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_109_l16_cart_regente_feijo_,eixos_9_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_109_l16_cart_regente_feijo_,latitude,-22.3040594,-22.30405940,Padronização para 8 casas decimais.
normalizacao_coordenada,sp_artesp_109_l16_cart_regente_feijo_,longitude,-51.25331,-51.25331000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,valor_base_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,valor_original_categoria1_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_2_brl,20.8,20.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_3_brl,31.2,31.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_4_brl,41.6,41.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_5_brl,52.0,52.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_6_brl,62.4,62.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_7_brl,72.8,72.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_8_brl,83.2,83.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_110_l16_cart_regente_feijo_,eixos_9_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_110_l16_cart_regente_feijo_,latitude,-22.3040594,-22.30405940,Padronização para 8 casas decimais.
normalizacao_coordenada,sp_artesp_110_l16_cart_regente_feijo_,longitude,-51.25331,-51.25331000,Padronização para 8 casas decimais.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,valor_base_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,valor_original_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_2_brl,2.0,2.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_3_brl,3.0,3.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_4_brl,4.0,4.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_5_brl,5.0,5.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_6_brl,6.0,6.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_7_brl,7.0,7.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_8_brl,8.0,8.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,eixos_9_brl,9.0,9.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,longitude,-49.47842,-49.47842000,Padronização para 8 casas decimais.
preenchimento_municipio,sp_artesp_111_l16_cart_sta_cruz_r_pardo_,municipio,,Santa Cruz do Rio Pardo,Inferido pelo nome da praça/pórtico e fonte KMZ/observação já presente na base.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,valor_base_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,valor_original_categoria1_brl,1.0,1.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_2_brl,2.0,2.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_3_brl,3.0,3.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_4_brl,4.0,4.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_5_brl,5.0,5.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_6_brl,6.0,6.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_7_brl,7.0,7.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_8_brl,8.0,8.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,eixos_9_brl,9.0,9.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,longitude,-49.47842,-49.47842000,Padronização para 8 casas decimais.
preenchimento_municipio,sp_artesp_112_l16_cart_sta_cruz_r_pardo_,municipio,,Santa Cruz do Rio Pardo,Inferido pelo nome da praça/pórtico e fonte KMZ/observação já presente na base.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,valor_base_categoria1_brl,8.5,8.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,valor_original_categoria1_brl,8.5,8.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_2_brl,17.0,17.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_3_brl,25.5,25.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_4_brl,34.0,34.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_5_brl,42.5,42.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_6_brl,51.0,51.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_7_brl,59.5,59.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_8_brl,68.0,68.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_113_l19_viarondon_avai_,eixos_9_brl,76.5,76.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,valor_base_categoria1_brl,8.5,8.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,valor_original_categoria1_brl,8.5,8.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_2_brl,17.0,17.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_3_brl,25.5,25.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_4_brl,34.0,34.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_5_brl,42.5,42.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_6_brl,51.0,51.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_7_brl,59.5,59.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_8_brl,68.0,68.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_114_l19_viarondon_avai_,eixos_9_brl,76.5,76.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_115_l19_viarondon_castilho_,valor_base_categoria1_brl,5.2,5.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_115_l19_viarondon_castilho_,valor_original_categoria1_brl,5.2,5.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_115_l19_viarondon_castilho_,eixos_2_brl,10.4,10.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_115_l19_viarondon_castilho_,eixos_3_brl,15.6,15.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,sp_artesp_115_l19_viarondon_castilho_,eixos_4_brl,20.8,20.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
